contrast,odds.ratio,SE,df,null,z.ratio,p.value
no pika No S. chamaejasme / pika No S. chamaejasme,0.991271675963159,0.019033765941486848,Inf,1,-0.4565634005999184,0.9683666444506622
no pika No S. chamaejasme / no pika S. chamaejasme,1.0626165974068738,0.020548018154059284,Inf,1,3.140805729976199,0.009138381783953209
no pika No S. chamaejasme / pika S. chamaejasme,0.9748672164196496,0.01869196927927725,Inf,1,-1.3275367171268444,0.5452862851194767
pika No S. chamaejasme / no pika S. chamaejasme,1.0719731262112309,0.02071349225979782,Inf,1,3.5968438515445573,0.0018297734326238047
pika No S. chamaejasme / pika S. chamaejasme,0.9834510962622127,0.018842313126982816,Inf,1,-0.8709763415179923,0.8198837030074271
no pika S. chamaejasme / pika S. chamaejasme,0.9174214093762878,0.017701535318907134,Inf,1,-4.466903313743107,4.693382988807393e-5
