contrast,estimate,SE,df,t.ratio,p.value
no pika No S. chamaejasme - pika No S. chamaejasme,-16.73193576791467,16.57976127327311,184,-1.0091783284531888,0.7442616944917696
no pika No S. chamaejasme - no pika S. chamaejasme,130.8450260234205,16.579761273380676,184,7.891852232727637,1.5984991108553004e-12
no pika No S. chamaejasme - pika S. chamaejasme,-5.364949402523564,16.579761273641093,184,-0.3235842370693775,0.9882569964919894
pika No S. chamaejasme - no pika S. chamaejasme,147.57696179133518,16.579761272823212,184,8.90103056147356,5.0182080713057076e-14
pika No S. chamaejasme - pika S. chamaejasme,11.366986365391114,16.57976127317869,184,0.6855940913805343,0.9024890824369567
no pika S. chamaejasme - pika S. chamaejasme,-136.20997542594407,16.579761273317896,184,-8.215436469833206,2.673417043297377e-13
