contrast,odds.ratio,SE,df,null,z.ratio,p.value
no pika No S. chamaejasme / pika No S. chamaejasme,1.0924194545806738,0.10785010839673306,Inf,1,0.8953568166735509,0.8072699616818831
no pika No S. chamaejasme / no pika S. chamaejasme,2.4066353814113657,0.2724431459024709,Inf,1,7.757870278452545,7.494005416219807e-14
no pika No S. chamaejasme / pika S. chamaejasme,1.070556862704089,0.10543238953998284,Inf,1,0.6922866715537201,0.9000880540336358
pika No S. chamaejasme / no pika S. chamaejasme,2.2030323346220113,0.2515590471626997,Inf,1,6.91699027495194,2.770772500326757e-11
pika No S. chamaejasme / pika S. chamaejasme,0.9799869987806318,0.09729437661464362,Inf,1,-0.20362319317728006,0.9970143038376146
no pika S. chamaejasme / pika S. chamaejasme,0.4448355039458713,0.05071335308986882,Inf,1,-7.105413031209056,7.226885756494994e-12
