contrast,odds.ratio,SE,df,null,z.ratio,p.value
no pika No S. chamaejasme / pika No S. chamaejasme,0.8913118986246981,0.06842583450821783,Inf,1,-1.4987776577432717,0.43819213122904044
no pika No S. chamaejasme / no pika S. chamaejasme,1.3091708614058426,0.10059686684137564,Inf,1,3.5059022686954493,0.0025660576367461108
no pika No S. chamaejasme / pika S. chamaejasme,0.9621842990029379,0.07371919839471734,Inf,1,-0.5031457325691076,0.9583535486637914
pika No S. chamaejasme / no pika S. chamaejasme,1.468813401263805,0.11322805937538312,Inf,1,4.987213069881977,3.6539998866658152e-06
pika No S. chamaejasme / pika S. chamaejasme,1.0795147024151666,0.0829710829489572,Inf,1,0.995471963841714,0.7520055069732305
no pika S. chamaejasme / pika S. chamaejasme,0.7349570078039349,0.056542095188739185,Inf,1,-4.002771150782664,3.6445932062223463e-4
