contrast,estimate,SE,df,t.ratio,p.value
no pika No S. chamaejasme - pika No S. chamaejasme,-0.010416677441224589,0.014074030734162617,184,-0.7401346236895485,0.8807443273440214
no pika No S. chamaejasme - no pika S. chamaejasme,0.10833329993163524,0.01407403073416299,184,7.697389751229503,4.9755755071601016e-12
no pika No S. chamaejasme - pika S. chamaejasme,-0.034027780533395544,0.014074030734162558,184,-2.417770799007729,0.07727592844920672
pika No S. chamaejasme - no pika S. chamaejasme,0.11874997737285982,0.014074030734162774,184,8.43752437491916,1.0591527654923993e-13
pika No S. chamaejasme - pika S. chamaejasme,-0.02361110309217096,0.01407403073416257,184,-1.6776361753181763,0.33844878603568285
no pika S. chamaejasme - pika S. chamaejasme,-0.1423610804650308,0.0140740307341629,184,-10.115160550237224,4.6851411639181606e-14
