contrast,estimate,SE,df,t.ratio,p.value
no pika No S. chamaejasme - pika No S. chamaejasme,-11.327089608713182,11.66556577935624,185,-0.9709850188970657,0.766118315123434
no pika No S. chamaejasme - no pika S. chamaejasme,97.03522815283871,11.665565779401929,185,8.318090179918691,2.3803181647963356e-13
no pika No S. chamaejasme - pika S. chamaejasme,6.770883776618774,11.665565779356372,185,0.5804162356703411,0.9378649519123664
pika No S. chamaejasme - no pika S. chamaejasme,108.36231776155189,11.66556577939466,185,9.289075198817741,1.2168044349891716e-13
pika No S. chamaejasme - pika S. chamaejasme,18.097973385331954,11.665565779360811,185,1.5514012545668052,0.4091079966266217
no pika S. chamaejasme - pika S. chamaejasme,-90.26434437621994,11.66556577939986,185,-7.7376739442519895,3.93352017624693e-12
