contrast,estimate,SE,df,t.ratio,p.value
no pika No S. chamaejasme - pika No S. chamaejasme,-0.010416677441223706,0.014074030734162208,184,-0.7401346236895073,0.8807443273440387
no pika No S. chamaejasme - no pika S. chamaejasme,0.10833329993161411,0.01407403073416256,184,7.697389751228237,4.9755755071601016e-12
no pika No S. chamaejasme - pika S. chamaejasme,-0.03402778053339903,0.014074030734162092,184,-2.4177707990080566,0.07727592844914588
pika No S. chamaejasme - no pika S. chamaejasme,0.11874997737283782,0.014074030734162272,184,8.4375243749179,1.0591527654923993e-13
pika No S. chamaejasme - pika S. chamaejasme,-0.023611103092175317,0.014074030734162092,184,-1.677636175318543,0.33844878603548745
no pika S. chamaejasme - pika S. chamaejasme,-0.14236108046501314,0.014074030734162414,184,-10.115160550236318,4.6851411639181606e-14
