contrast,estimate,SE,df,t.ratio,p.value
Forbs - Grasses,21.666651374079144,4.389404478618021,113,4.936125499398217,1.636132874927032e-5
Forbs - S. chamaejasme,-23.66666145891345,4.389404478614953,113,-5.391770472330976,2.299420619022996e-6
Forbs - Sedges,18.666652730719257,4.389404478616875,113,4.252661795388066,2.529787759342206e-4
Grasses - S. chamaejasme,-45.33331283299259,4.389404478617771,113,-10.327895971726011,1.9984014443252818e-14
Grasses - Sedges,-2.9999986433598878,4.3894044786150515,113,-0.6834637040117227,0.9032016929893099
S. chamaejasme - Sedges,42.3333141896327,4.389404478617653,113,9.644432267714972,2.6867397195928788e-14
