effect,component,group,term,estimate,std.error,statistic,p.value
fixed,cond,NA,(Intercept),0.509519923547083,0.018568338462533814,27.440253988000308,9.081413613555055e-166
fixed,cond,NA,pika_treatmentpika,0.025796084502485366,0.02502645952461948,1.0307524513049389,0.3026569210964453
fixed,cond,NA,posion_plant_treatmentS. chamaejasme,-0.05055623573320398,0.024905547287931734,-2.02991868232109,0.04236480573101318
fixed,cond,NA,pika_treatmentpika:posion_plant_treatmentS. chamaejasme,0.02157472627056133,0.03530322038756471,0.6111262948170264,0.5411159732067771
ran_pars,cond,block,sd__(Intercept),0.011445205072506407,NA,NA,NA
ran_pars,cond,year,sd__(Intercept),1.596556283177418e-6,NA,NA,NA
ran_pars,cond,month,sd__(Intercept),3.2233263028601908e-6,NA,NA,NA
