contrast,estimate,SE,df,t.ratio,p.value
no pika No S. chamaejasme - pika No S. chamaejasme,-6.195830765209103,6.04963983768545,185,-1.0241652282525937,0.7355113387735621
no pika No S. chamaejasme - no pika S. chamaejasme,-11.35624801278503,6.049639837665138,185,-1.8771775374264232,0.24143134255350907
no pika No S. chamaejasme - pika S. chamaejasme,-14.304185779730625,6.049639837678125,185,-2.3644689871687676,0.08766583777176484
pika No S. chamaejasme - no pika S. chamaejasme,-5.160417247575928,6.049639837677103,185,-0.8530123091687037,0.828887137605203
pika No S. chamaejasme - pika S. chamaejasme,-8.108355014521523,6.0496398376663,185,-1.340303758917554,0.5385145880940432
no pika S. chamaejasme - pika S. chamaejasme,-2.947937766945596,6.049639837669301,185,-0.4872914497470854,0.9618467669071572
