term,estimate,std.error,statistic,p.value
(Intercept),19.066837387964146,1.412647647536552,13.497235082799227,8.859281470075341e-14
s_chamaejasme_cover_percent,-0.41501280409731117,0.08984824890937793,-4.6190416522852695,7.85451806043356e-5
