contrast,estimate,SE,df,t.ratio,p.value
no pika No S. chamaejasme - pika No S. chamaejasme,0.7958335381076114,8.675872491793644,185,0.09172951064695527,0.9997225436426699
no pika No S. chamaejasme - no pika S. chamaejasme,45.337500331330496,8.675872491825222,185,5.225699245124848,2.768561018107185e-6
no pika No S. chamaejasme - pika S. chamaejasme,2.1875005615892107,8.675872491791802,185,0.2521360893280524,0.9943574916008906
pika No S. chamaejasme - no pika S. chamaejasme,44.54166679322289,8.67587249180115,185,5.133969734492472,4.248437077691847e-6
pika No S. chamaejasme - pika S. chamaejasme,1.3916670234816024,8.675872491791521,185,0.16040657868108324,0.9985260851108336
no pika S. chamaejasme - pika S. chamaejasme,-43.149999769741285,8.675872491815309,185,-4.97356315580345,8.867667497192144e-6
