contrast,odds.ratio,SE,df,null,z.ratio,p.value
no pika No S. chamaejasme / pika No S. chamaejasme,1.049675395946378,0.023202118641062402,Inf,1,2.1933031981598115,0.12503518334339114
no pika No S. chamaejasme / no pika S. chamaejasme,1.0335578886725176,0.022762168069993104,Inf,1,1.4987482597718116,0.43820994121260715
no pika No S. chamaejasme / pika S. chamaejasme,0.9910624458727266,0.02161205052807289,Inf,1,-0.41169136893217734,0.9764708760025187
pika No S. chamaejasme / no pika S. chamaejasme,0.9846452462007753,0.0219318122524461,Inf,1,-0.6947105581272307,0.899157200378436
pika No S. chamaejasme / pika S. chamaejasme,0.9441608803064242,0.020829224583435623,Inf,1,-2.60452613947409,0.045471494727726935
no pika S. chamaejasme / pika S. chamaejasme,0.9588843128522085,0.02107543664956038,Inf,1,-1.910214693026827,0.22364400973356113
