plant_group,emmean,SE,df,lower.CL,upper.CL
Forbs,16.333325984510093,3.233210674199276,84,9.903731982428365,22.76291998659182
Grasses,74.33325013763621,3.2332106741810125,84,67.90365613559081,80.76284413968162
Sedges,45.33322758354078,3.2332106741916924,84,38.90363358147413,51.76282158560743
