contrast,estimate,SE,df,t.ratio,p.value
no pika No S. chamaejasme - pika No S. chamaejasme,0.7954894993385281,8.605843632562951,184,0.09243596947643112,0.9997160915539803
no pika No S. chamaejasme - no pika S. chamaejasme,45.33753645336962,8.605843632480877,184,5.2682268455649135,2.2773337978732044e-6
no pika No S. chamaejasme - pika S. chamaejasme,2.187556772529284,8.605843632495185,184,0.25419434351202846,0.9942203453342523
pika No S. chamaejasme - no pika S. chamaejasme,44.54204695403109,8.605843632567673,184,5.175790876035399,3.5137373821658713e-6
pika No S. chamaejasme - pika S. chamaejasme,1.3920672731907544,8.605843632529412,184,0.16175837403422597,0.9984887253067278
no pika S. chamaejasme - pika S. chamaejasme,-43.14997968084034,8.605843632424676,184,-5.014032502085207,7.407801768444244e-6
