contrast,odds.ratio,SE,df,null,z.ratio,p.value
no pika No S. chamaejasme / pika No S. chamaejasme,0.9706363295499504,0.016275969559192346,Inf,1,-1.777361098225341,0.2842382669580481
no pika No S. chamaejasme / no pika S. chamaejasme,1.1561211569235283,0.020122201393730343,Inf,1,8.335030248756375,4.2521541843143495e-14
no pika No S. chamaejasme / pika S. chamaejasme,0.9896177108590304,0.016659409354906805,Inf,1,-0.6199622964743319,0.9257366881806997
pika No S. chamaejasme / no pika S. chamaejasme,1.1910961105892055,0.020613476168409174,Inf,1,10.10463839703155,4.141131881851834e-14
pika No S. chamaejasme / pika S. chamaejasme,1.0195556056694075,0.017058045527956502,Inf,1,1.157552436176273,0.6536885873473866
no pika S. chamaejasme / pika S. chamaejasme,0.8559809713131032,0.014868393182297697,Inf,1,-8.952624873528386,2.786659791809143e-14
